46944	267	25685	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
61906	482	705702	33	 130	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
41207	1286	32781	27	 45	 3	 2	0	2	0	3	 0	 0	 0	 0	 0	 0	 2
46944	250	10009	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21540	27	2305	18	 36	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
47399	745	7193	30	 127	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	385119	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19296	573	740262	18	 38	 27	 124	0	97	0	27	 33	 0	 0	 0	 0	 0	 91
37499	480	372438	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
45335	45	70025	52	 125	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
23421	1519	1603985	25	 64	 4	 79	2	2	4	4	 0	 0	 0	 0	 4	 0	 75
10916	529	1013697	10	 13	 132	 248	1	181	55	132	 0	 0	 0	 0	 14	 0	 234
24680	406	69921	23	 47	 0	 7	0	0	0	0	 0	 0	 0	 0	 7	 0	 0
56440	162	289199	106	 226	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27040	1095	679497	15	 84	 131	 0	0	0	0	131	 0	 0	 0	 0	 0	 0	 0
20577	385	2722	28	 42	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21534	24	413	18	 34	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51476	49	1629	33	 99	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
12199	493	457207	16	 6	 18	 74	0	17	0	18	 0	 0	 0	 0	 0	 0	 74
12017	444	171989	17	 9	 46	 339	339	44	0	46	 0	 0	 0	 0	 0	 0	 339
40584	1879	81680	23	 42	 5	 11	4	0	6	5	 1	 0	 0	 0	 2	 0	 8
52224	914	515441	43	 97	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51389	97	123449	120	 227	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	390464	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27483	1284	7818	11	 35	 0	 2	0	0	0	0	 0	 0	 0	 0	 0	 0	 2
12564	33	74365	15	 24	 0	 11	0	0	0	0	 0	 0	 0	 0	 0	 0	 11
49317	425	417723	28	 94	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	361309	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27077	2133	52085	18	 46	 0	 1	0	0	0	0	 0	 0	 0	 0	 0	 0	 1
19056	133	281825	9	 37	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
10078	473	508298	3	 10	 0	 84	0	0	0	0	 0	 0	 0	 0	 0	 0	 84
7336	33	3323	0	 1	 0	 129	129	0	0	0	 0	 0	 0	 0	 0	 0	 129
22555	84	152139	20	 40	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
48547	616	2749	133	 419	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
46944	71	666	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
61906	482	634039	33	 130	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
41207	1899	63790	27	 45	 5	 3	0	3	0	4	 0	 0	 0	 1	 0	 0	 3
46944	271	40527	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21540	30	4631	18	 36	 0	 3	3	0	0	0	 0	 0	 0	 0	 0	 0	 3
47399	1370	134443	30	 127	 0	 1	0	0	0	0	 0	 0	 0	 0	 0	 0	 1
37499	480	379695	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19296	253	1205391	18	 38	 19	 86	0	75	0	19	 20	 0	 0	 0	 0	 0	 66
37499	480	619696	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
45335	45	79338	52	 125	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
23421	882	11235	25	 64	 2	 4	0	1	0	2	 0	 0	 0	 0	 2	 0	 2
10916	527	1157805	10	 13	 117	 275	9	206	40	117	 0	 0	 0	 0	 20	 0	 255
24680	428	104610	23	 47	 1	 16	0	0	0	1	 16	 0	 0	 0	 0	 0	 0
56440	162	312020	106	 226	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27040	1175	651413	15	 84	 96	 0	0	0	0	96	 0	 0	 0	 0	 0	 0	 0
20577	1183	735675	28	 42	 176	 411	159	428	0	176	 199	 0	 0	 0	 47	 0	 165
21534	29	12137	18	 34	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51476	61	3620	33	 99	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
12199	480	424228	16	 6	 34	 66	0	34	0	34	 0	 0	 0	 0	 0	 0	 66
12017	437	151378	17	 9	 36	 254	254	35	0	36	 0	 0	 0	 0	 0	 0	 254
40584	1638	15961	23	 42	 10	 2	0	0	12	10	 2	 0	 0	 0	 0	 0	 0
52224	916	584889	43	 97	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51389	103	111357	120	 227	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	359787	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27483	1766	26867	11	 35	 2	 13	0	14	0	2	 12	 0	 0	 0	 0	 0	 1
12564	33	103106	15	 24	 0	 14	0	0	0	0	 0	 0	 0	 0	 0	 0	 14
49317	425	423098	28	 94	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	383866	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
