46944	267	25685	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
16312	1029	1081020	31	 47	 48	 10	1	40	0	48	 0	 0	 9	 0	 0	 0	 1
61906	482	705702	33	 130	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
25975	479	87788	34	 102	 12	 14	1	20	0	12	 13	 0	 0	 0	 0	 0	 1
41207	1286	32781	27	 45	 3	 2	0	2	0	3	 0	 0	 0	 0	 0	 0	 2
29060	982	508428	41	 89	 2	 148	0	73	0	2	 0	 0	 6	 0	 0	 0	 142
19641	499	473502	21	 41	 0	 105	0	3	0	0	 0	 0	 0	 0	 0	 0	 105
50288	300	291200	50	 145	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
46944	250	10009	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
14814	634	113487	23	 27	 24	 0	0	18	0	24	 0	 0	 0	 0	 0	 0	 0
21540	27	2305	18	 36	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
47399	745	7193	30	 127	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27183	132	45868	68	 194	 0	 10	0	0	0	0	 0	 0	 0	 0	 10	 0	 0
47399	658	35104	30	 127	 0	 1	0	0	0	0	 0	 0	 0	 0	 0	 0	 1
52227	51	271	108	 226	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
45692	46	107617	8	 97	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	385119	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19296	573	740285	18	 38	 27	 124	0	97	0	27	 33	 0	 0	 0	 0	 0	 91
37499	480	372438	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
46079	1691	67693	76	 197	 18	 2	0	2	0	5	 0	 0	 0	 13	 2	 0	 0
45335	45	70025	52	 125	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
30027	1305	322122	45	 116	 827	 526	0	194	0	815	 526	 0	 0	 12	 0	 0	 0
25678	415	635758	27	 57	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21094	1642	245185	26	 53	 34	 124	0	41	0	34	 27	 0	 0	 0	 14	 0	 83
23421	1519	1603985	25	 64	 4	 79	2	2	4	4	 0	 0	 0	 0	 4	 0	 75
33835	227	362729	10	 39	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
20429	50	55487	20	 43	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
10916	529	1013697	10	 13	 132	 248	1	181	55	132	 0	 0	 0	 0	 14	 0	 234
41356	111	13290	34	 65	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
49834	125	282722	54	 103	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
65358	0	0	67	 231	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51481	0	0	64	 159	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
28117	331	540723	25	 72	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
63727	393	503675	47	 132	 0	 669	0	0	0	0	 0	 0	 0	 0	 669	 0	 0
45851	61	112597	32	 111	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
63727	392	455996	47	 132	 0	 663	0	0	0	0	 0	 0	 0	 0	 663	 0	 0
59118	257	140818	112	 250	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
63727	384	439009	47	 132	 0	 620	0	0	0	0	 0	 0	 0	 0	 620	 0	 0
28830	401	349127	22	 123	 263	 253	0	331	0	263	 153	 0	 0	 0	 14	 0	 86
51939	268	363966	61	 142	 942	 0	0	9	0	942	 0	 0	 0	 0	 0	 0	 0
30720	744	95370	30	 67	 23	 2	0	0	0	23	 0	 0	 0	 0	 0	 0	 2
18158	0	0	21	 58	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
32904	138	201307	18	 53	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
33026	267	409724	32	 104	 371	 371	0	0	0	371	 371	 0	 0	 0	 0	 0	 0
33273	1525	252756	28	 57	 4	 27	0	27	0	4	 0	 0	 0	 0	 0	 0	 27
24680	406	69921	23	 47	 0	 7	0	0	0	0	 0	 0	 0	 0	 7	 0	 0
17616	820	92011	1	 29	 62	 92	32	0	0	62	 60	 0	 0	 0	 0	 0	 32
63727	391	470964	47	 132	 0	 679	0	0	0	0	 0	 0	 0	 0	 679	 0	 0
16952	366	415669	5	 23	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
38204	2248	877446	41	 140	 55	 258	8	221	0	51	 134	 4	 40	 0	 0	 0	 84
25333	758	709823	24	 47	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
56440	162	289199	106	 226	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
32391	110	224987	41	 122	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
63727	395	439478	47	 132	 0	 665	0	0	0	0	 0	 0	 0	 0	 665	 0	 0
27040	1095	679497	15	 84	 131	 0	0	0	0	131	 0	 0	 0	 0	 0	 0	 0
17038	498	401647	28	 79	 0	 88	0	0	0	0	 0	 0	 0	 0	 0	 0	 88
20577	385	2722	28	 42	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21534	24	413	18	 34	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
39771	176	10513	23	 55	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
